,source_id,nombre,inicial,apellidos,especialidad,telefono #1,telefono #2,direccion,pueblo,estado,actualizacion
10646,001,IGNERYS,,ROSADO MAYSONET,MEDICINA GENERAL,787-874-8229,,CARR 31 KM 13 8 BO PENA POBRE,NAGUABO,PUERTO RICO,01/28/2024
10647,001,VICTOR,,MONTES JORDAN,PEDIATRIA,787-737-2311,,EL DUQUE WARD CALLE 31 KM 3 7 LOTE 2,NAGUABO,PUERTO RICO,01/28/2024
10648,001,RAFAEL,,DEL VALLE DIAZ,MEDICINA DE FAMILIA,787-894-5919,,CALLE DR CUETO 17,UTUADO,PUERTO RICO,01/28/2024
10649,001,FRANCISCO,,RODRIGUEZ BARRERA,MEDICINA GENERAL,939-525-0525,787-987-8701,URB SANTA TERESITACALLE SANTA PAULA OFICINA 4952,PONCE,PUERTO RICO,01/28/2024
10650,001,JORGE,,SANTANA FRANCIS,MEDICINA GENERAL,787-995-7136,,M 71 AVE SANTA JUANITA,BAYAMON,PUERTO RICO,01/28/2024
10651,001,IZEWESKA,,LESPIER DE JESUS,MEDICINA GENERAL,787-285-5767,,OFICINA PRIVADACALLE FLOR GERENA 5,HUMACAO,PUERTO RICO,01/28/2024
10652,001,CARLA,,NARVAEZ ROSARIO,MEDICINA GENERAL,787-765-2929,,CPTET ANTIGUO HOSPITAL DISTRITO PONCEDR JOSE GANDARA CARR ESTATAL 14 BO MACHUELO,PONCE,PUERTO RICO,01/28/2024
10653,001,NILSA,,CRUZ ORTIZ,PEDIATRIA,787-8439393,,CONSEJO DE SALUD DE PR MED CENTROCARR 1 KM 114 5 BO SINGAPUR SECTOR CAPITANEJO,JUANA DIAZ,PUERTO RICO,01/28/2024
10654,001,NILSA,,CRUZ ORTIZ,PEDIATRIA,787-8439393,,CONSEJO DE SALUD DE PR MED CENTRO1034 AVE HOSTOS,PONCE,PUERTO RICO,01/28/2024
10655,001,NILSA,,CRUZ ORTIZ,PEDIATRIA,787-8439393,,CARR 385 KM 6 5 BO CUEBAS,PENUELAS,PUERTO RICO,01/28/2024
10656,001,LUIS,,COLON CORREA,MEDICINA GENERAL,787-912-0560,787-912-5679,#9 CALLE MIGUEL CASILLAS SUITE 1,HUMACAO,PUERTO RICO,01/28/2024
10657,001,LUIS,,COLON CORREA,MEDICINA GENERAL,787-912-0560,,104 CALLE LUIS MUNOZ MARIN,HUMACAO,PUERTO RICO,01/28/2024
10658,001,JOSE,,HERNANDEZ HERNANDEZ,MEDICINA GENERAL,787-8439393,,CONSEJO DE SALUD DE PR INC MED CENTROCARR 385 KM 0 5 BO CUEBAS,PENUELAS,PUERTO RICO,01/28/2024
10659,001,JOSE,,HERNANDEZ HERNANDEZ,MEDICINA GENERAL,787-8439393,,MED CENTRO INCAVE HOSTOS 1034,PONCE,PUERTO RICO,01/28/2024
10660,001,MARIA,,GARCIA HERNANDEZ,MEDICINA GENERAL,787-8439393,,CARR 1 KM 114 5 BO SINGAPUR SECTOR CAPITANEJO,JUANA DIAZ,PUERTO RICO,01/28/2024
10661,001,MARIA,,GARCIA HERNANDEZ,MEDICINA GENERAL,787-8439393,,#1034 AVE HOSTOS,PONCE,PUERTO RICO,01/28/2024
10662,001,GAIL,,GONZALEZ CORCHADO,MEDICINA GENERAL,787-830-2705,,AVE AGUSTIN RAMOS CALERO INT,ISABELA,PUERTO RICO,01/28/2024
10663,001,GAIL,,GONZALEZ CORCHADO,MEDICINA GENERAL,787-609-6430,,CALLE JUAN GONZALEZ 9,ISABELA,PUERTO RICO,01/28/2024
10664,001,EDUARDO,,MICHELEN NAMNUN,MEDICINA INTERNA,787-256-0848,787-256-2990,INTERNAL MEDICINE CANOVANAS GROUP 0602URB LOIZA VALLEY A 48 CALLE ORQUIDEA,CANOVANAS,PUERTO RICO,01/28/2024
10665,001,ORLANDO,,MARCHENA NIEVES,MEDICINA GENERAL,787-862-3000,,MOROVIS COMMUNITY HEALTH CENTER2 CALLE PATRON ESQ COROZAL,MOROVIS,PUERTO RICO,01/28/2024
10666,001,ORLANDO,,MARCHENA NIEVES,MEDICINA GENERAL,787-915-9090,787-862-3000,MCHC 330 VEGA ALTA460 CARR 2 BO ESPINOZA,VEGA ALTA,PUERTO RICO,01/28/2024
10667,001,ORLANDO,,MARCHENA NIEVES,MEDICINA GENERAL,787-862-3000,,BO CANDELARIA SECTOR PARJAROSPR 863 KM 1 0,TOA BAJA,PUERTO RICO,01/28/2024
10668,001,CARMEN,,RICO RAMIREZ,MEDICINA GENERAL,787-882-6100,,BO BORINQUEN CARR 107 KM 3 3,AGUADILLA,PUERTO RICO,01/28/2024
10669,001,MARISOL,,MARTINEZ MEDINA,MEDICINA GENERAL,787-8439393,,BO LA CANTERA CALLE TRICOCHE ESQ MAYOR E INTENDENTE RAMIREZ,PONCE,PUERTO RICO,01/28/2024
10670,001,MARISOL,,MARTINEZ MEDINA,MEDICINA GENERAL,787-8439393,,1034 AVE HOSTOS,PONCE,PUERTO RICO,01/28/2024
10671,001,EDISON,,TORO NIEVES,MEDICINA GENERAL,787-830-2705,,AVE AGUSTIN RAMOS CALERO KM 1 1 INT,ISABELA,PUERTO RICO,01/28/2024
10672,001,EDISON,,TORO NIEVES,MEDICINA GENERAL,787-233-1229,787-658-6864,CALLE EDUARDO QUEVEDO 8 A,ISABELA,PUERTO RICO,01/28/2024
10673,001,VANESSA,,CORTES TORRES,MEDICINA GENERAL,787-8439393,,CARR #149 KM 55 2 BO TIERRA SANTA,VILLALBA,PUERTO RICO,01/28/2024
10674,001,VANESSA,,CORTES TORRES,MEDICINA GENERAL,787-8439393,,AVE HOSTOS 1034,PONCE,PUERTO RICO,01/28/2024
10675,001,STEVEN,,ABREU REYES,MEDICINA GENERAL,787-719-4088,,155 CALLE JOSE CELSO BARBOSA,LAS PIEDRAS,PUERTO RICO,01/28/2024
10676,001,STEVEN,,ABREU REYES,MEDICINA GENERAL,787-852-2424,,HOSPITAL HIMA SAN PABLO HUMACAO3 AVE FONT MARTELO,HUMACAO,PUERTO RICO,01/28/2024
10677,001,STEVEN,,ABREU REYES,MEDICINA GENERAL,787-655-0505,,404 AVE GENERAL VALERO,FAJARDO,PUERTO RICO,01/28/2024
10678,001,GUARIONEX,,BATISTA DELFAUS,MEDICINA GENERAL,787-8439393,,MED CENTRO INC1034 AVE HOSTOS,PONCE,PUERTO RICO,01/28/2024
10679,001,GUARIONEX,,BATISTA DELFAUS,MEDICINA GENERAL,787-8439393,,MED CENTRO INCBO CUEBAS CARR 385 KM 6 5,PENUELAS,PUERTO RICO,01/28/2024
10680,001,JULIO,,SEGURA OJEDA,PEDIATRIA,787-8439393,,MED CENTRO INC1034 AVE HOSTOS,PONCE,PUERTO RICO,01/28/2024
10681,001,JULIO,,SEGURA OJEDA,PEDIATRIA,787-8439393,,MED CENTRO INCBO CUEBAS SECTOR CAPITANEJO CARR # 1 INT 149,JUANA DIAZ,PUERTO RICO,01/28/2024
10682,001,MARTIN,,GORROCHATEGUI VIGOREAUX,RADIOLOGIA VASCULAR E INTERVENCIONAL,787-653-3434,787-957-6262,HIMA SAN PABLOHIMA PLAZA 1 SUITE 402 100 AVE LUIS MUNOZ MARIN,CAGUAS,PUERTO RICO,01/28/2024
10683,001,MARTIN,,GORROCHATEGUI VIGOREAUX,RADIOLOGIA VASCULAR E INTERVENCIONAL,787-653-6060,,HIMA RED MEDICA RADIOLOGIA INVASIVA CAGUASPLAZA I OFICINA 501 AVE LUIS MUNOZ MARIN #100,CAGUAS,PUERTO RICO,01/28/2024
10684,001,MARIOLA,,LLINAS MESSEGUER,OBSTETRICIA Y GINECOLOGIA,787-944-4488,,CALLE ISABEL ANDREU DE AGUILAR118 EXT ROOSEVELT,SAN JUAN,PUERTO RICO,01/28/2024
10685,001,LETICIA,,VAZQUEZ VELAZQUEZ,MEDICINA GENERAL,939-652-7597,,10 CRISTOBAL COLON,YABUCOA,PUERTO RICO,01/28/2024
10686,001,LETICIA,,VAZQUEZ VELAZQUEZ,MEDICINA GENERAL,787-713-5689,,URB VALENCIA IICALLE VICTOR TORRES LOCAL 1 C5,JUNCOS,PUERTO RICO,01/28/2024
10687,001,JULIO,,MELENDEZ HERNANDEZ,OBSTETRICIA Y GINECOLOGIA,787-8439393,,917 AVE TITO CASTRO,PONCE,PUERTO RICO,01/28/2024
10688,001,JULIO,,MELENDEZ HERNANDEZ,OBSTETRICIA Y GINECOLOGIA,787-585-1760,787-842-3118,URB RIACHUELO CALLE CORRIENTES R0 29,TRUJILLO ALTO,PUERTO RICO,01/28/2024
10689,001,JULIO,,MELENDEZ HERNANDEZ,OBSTETRICIA Y GINECOLOGIA,787-8439393,,MED CENTRO INCAVE HOSTOS 1034,JUANA DIAZ,PUERTO RICO,01/28/2024
10690,001,JULIO,,MELENDEZ HERNANDEZ,OBSTETRICIA Y GINECOLOGIA,787-8439393,,MED CENTRO INCCARR 385 KM 6 5 BO CUEBAS,PENUELAS,PUERTO RICO,01/28/2024
10691,001,JULIO,,VERGARA CORDERO,MEDICINA GENERAL,787-893-1580,,URB VILLA HILDA D1,YABUCOA,PUERTO RICO,01/28/2024
10692,001,JULIO,,VERGARA CORDERO,MEDICINA GENERAL,787-733-9922,,BO MONTONES I CARR 183 KM 19 3,LAS PIEDRAS,PUERTO RICO,01/28/2024
10693,001,ARLENE,,ROMAN RAMIREZ,MEDICINA GENERAL,787-255-7040,,AVE SANTOS ORTIZ CALLE ROSSY #65,CABO ROJO,PUERTO RICO,01/28/2024
10694,001,ALMA,,CINTRON ALBIZU,MEDICINA GENERAL,,,,,,01/28/2024
10695,001,SAMAGY,,TEJADA FLORES,MEDICINA GENERAL,787-245-2929,,BASE RAMEYBERT ROAD 703,AGUADILLA,PUERTO RICO,01/28/2024
10696,001,KETSY,,PAGAN MERCADO,PEDIATRIA,787-925-2242,787-852-3090,AVE FONT MARTELO ANTIGUO CENTRO COMERCIAL LOCAL 12 B,HUMACAO,PUERTO RICO,01/28/2024
10697,001,RONALDO,,RAMIREZ RAMIREZ,MEDICINA GENERAL,787-651-6121,,MCS PLAZAAVE TITO CASTRO 880 SUITE 102,PONCE,PUERTO RICO,01/28/2024
10698,001,ANNETTE,,PIETRI RAMIREZ,PEDIATRIA,787-8439393,,CARR 149 KM 55 2 BO TIERRA SANTA,VILLALBA,PUERTO RICO,01/28/2024
10699,001,ANNETTE,,PIETRI RAMIREZ,PEDIATRIA,787-8439393,,BO CAPITANEJO SINGAPURCARR 0 KM 135 5,JUANA DIAZ,PUERTO RICO,01/28/2024
10700,001,ROSANGELA,,ROSADO CARMONA,MEDICINA GENERAL,787-859-2560,,CARR 891 KM 15 1 INTERIOR BO PUEBLO,COROZAL,PUERTO RICO,01/28/2024
10701,001,ALEX,,CEDENO RODRIGUEZ,MEDICINA GENERAL,787-8439393,,1034 AVE HOSTOS,PONCE,PUERTO RICO,01/28/2024
10702,001,ALEX,,CEDENO RODRIGUEZ,MEDICINA GENERAL,787-8439393,,SECTOR CAPITANEJO CARR 1 INT 149,JUANA DIAZ,PUERTO RICO,01/28/2024
10703,001,MARCOS,,AYALA RIVERA,MEDICINA GENERAL,787-833-5235,,167 E RAMOS ANTONINI,MAYAGUEZ,PUERTO RICO,01/28/2024
10704,001,YADIRA,,DOMINGUEZ VAZQUEZ,MEDICINA GENERAL,787-396-7911,,CENTRO COMERCIAL ROYALS GARDENSLOCAL 9 CARR 167 KM 18 7,BAYAMON,PUERTO RICO,01/28/2024
10705,001,KELYNETTE,,FELICIANO FIGUEROA,MEDICINA GENERAL,,,,,,01/28/2024
10706,001,HECTOR,,CASAS JR,MEDICINA GENERAL,787-396-7911,,CENTRO COMERCIAL BAYAMON GARDENSCARR 167 KM 18 7 LOCAL 9,BAYAMON,PUERTO RICO,01/28/2024
10707,001,KAREN,,BERRIOS VAZQUEZ,MEDICINA GENERAL,787-8439393,,MED CENTRO INCAVE HOSTOS 1034,PONCE,PUERTO RICO,01/28/2024
10708,001,KAREN,,BERRIOS VAZQUEZ,MEDICINA GENERAL,787-8439393,,MED CENTRO INCBO CUEBAS CARR 385 KM 6 5,PENUELAS,PUERTO RICO,01/28/2024
10709,001,GISELLE,,GONZALEZ MARTINEZ,OBSTETRICIA Y GINECOLOGIA,787-727-1000,,252 SAN JORGE MEDICAL BUILDING SUITE 405,SAN JUAN,PUERTO RICO,01/28/2024
10710,001,GISELLE,,GONZALEZ MARTINEZ,OBSTETRICIA Y GINECOLOGIA,787-944-4488,,CALLE ISABEL ANDREI AGUILAR 118 EXT ROOSVELT,SAN JUAN,PUERTO RICO,01/28/2024
10711,001,YASDEL,,OLIVERAS VAZQUEZ,MEDICINA GENERAL,787-862-3000,,MCHC GMP 5026CALLE 2 PATRON AVE COROZAL,MOROVIS,PUERTO RICO,01/28/2024
10712,001,SONIA,,FELICIANO NIEVES,MEDICINA GENERAL,787-8439393,,MED CENTRO INCAVE HOSTOS 1034,PONCE,PUERTO RICO,01/28/2024
10713,001,MARYLIZ,,GONZALEZ SANTOS,PEDIATRIA,787-8439393,,1034 AVE HOSTOS,PONCE,PUERTO RICO,01/28/2024
10714,001,MARYLIZ,,GONZALEZ SANTOS,PEDIATRIA,787-8439393,787-8439393,MED CENTRO INCSECTOR CAPITANEJO CARR #1 149,JUANA DIAZ,PUERTO RICO,01/28/2024
10715,001,MARYLIZ,,GONZALEZ SANTOS,PEDIATRIA,787-8439393,,MED CENTRO INCBO CUEBAS CARR 385 KM 6 5,PENUELAS,PUERTO RICO,01/28/2024
10716,001,LORRAINNE,,CARRION BURGOS,MEDICINA GENERAL,787-993-1212,787-993-1288,EDIFICIO 59 SABANA SECA AVE RAMON RIOS ROMAN OFFC 14,TOA BAJA,PUERTO RICO,01/28/2024
10717,001,LUIS,,ROSADO RODRIGUEZ,MEDICINA GENERAL,787-993-1212,,C BOQUERON #31 VILLAS DE LA PLAYA,VEGA BAJA,PUERTO RICO,01/28/2024
10718,001,LUIS,,ROSADO RODRIGUEZ,MEDICINA GENERAL,787-993-1212,,CARR #2 KM 18 9 BO CANDELARIA,TOA BAJA,PUERTO RICO,01/28/2024
10719,001,LUIS,,ROSADO RODRIGUEZ,MEDICINA GENERAL,787-993-1212,787-993-1288,EDIFICIO 59SECTOR SECA AVE RAMON RIOS ROMAN SUITE 14,TOA BAJA,PUERTO RICO,01/28/2024
10721,001,JOSE,,LOPEZ BURREZO,PEDIATRIA,787-726-0210,,252 CALLE SAN JORGE STE 406,SAN JUAN,PUERTO RICO,01/28/2024
10722,001,CARMEN,,COTTO OYOLA,PEDIATRIA,787-823-5500,,CALLE COLON 106 BO ASOMANTE,AGUADA,PUERTO RICO,01/28/2024
10723,001,CARMEN,,COTTO OYOLA,PEDIATRIA,787-823-5500,,CALLE MUNOZ RIVERA 28,RINCON,PUERTO RICO,01/28/2024
10724,001,VIVIAN,,JUSTINIANO SANTIAGO,MEDICINA GENERAL,787-432-5500,,CALLE MUNOZ RIVERA 28,RINCON,PUERTO RICO,01/28/2024
10725,001,VIVIAN,,JUSTINIANO SANTIAGO,MEDICINA GENERAL,787-978-3131,,PLAZA SVS SUITE 207BO SABANERA CARR 2 KM 149 5,MAYAGUEZ,PUERTO RICO,01/28/2024
10726,001,WILSON,,ROVIRA PENA,UROLOGIA,787-652-3616,,OFFICE PARK II SUITE 304,MAYAGUEZ,PUERTO RICO,01/28/2024
10727,001,AIXA,,RODRIGUEZ VAZQUEZ,HEMATOLOGIA Y ONCOLOGIA,787-621-3400,,CARR #2 KM 47 7,MANATI,PUERTO RICO,01/28/2024
10728,001,AIXA,,RODRIGUEZ VAZQUEZ,HEMATOLOGIA Y ONCOLOGIA,787-395-7085,,CARR 2 KM 12 3 SUITE 2701,BAYAMON,PUERTO RICO,01/28/2024
10729,001,AIXA,,RODRIGUEZ VAZQUEZ,HEMATOLOGIA Y ONCOLOGIA,787-884-8071,,MANATI MEDICAL PLAZA CALLE JOSE CANDELAS SUITE 110,MANATI,PUERTO RICO,01/28/2024
10730,001,RODNEY,,LOPEZ LOPEZ,MEDICINA GENERAL,787-803-4393,,CALLE JOSE I QUINTON 47,COAMO,PUERTO RICO,01/28/2024
10731,001,STELLA,,BAEZ CORUJO,NEUMOLOGIA,787-263-0987,,EDIF PROFESIONAL MENONITA SUITE 401 PR 14 INTERIOR,CAYEY,PUERTO RICO,01/28/2024
10732,001,STELLA,,BAEZ CORUJO,NEUMOLOGIA,787-735-5600,,EDIFICIO GUAYACAN OF #222 CALLE JULIO CINTRON,AIBONITO,PUERTO RICO,01/28/2024
10734,001,MARUJA,,SANTIAGO VELEZ,RADIOLOGIA,787-848-5600,787-587-8915,METROPOLITANO DR PILABLVD LUIS A FERRE 2235,PONCE,PUERTO RICO,01/28/2024
10735,001,MARUJA,,SANTIAGO VELEZ,RADIOLOGIA,787-842-2478,,EDIF PARRA 2225PONCE BY PASS OFFICE 103,PONCE,PUERTO RICO,01/28/2024
10736,001,MARUJA,,SANTIAGO VELEZ,RADIOLOGIA,787-492-0260,,CALLE PROLONGACION 25 DE JULIO #14,YAUCO,PUERTO RICO,01/28/2024
10737,001,MARUJA,,SANTIAGO VELEZ,RADIOLOGIA,787-686-0090,,MARGINAL CARR PR 54 BO MACHETE SOLAR A3,GUAYAMA,PUERTO RICO,01/28/2024
10738,001,ANDRES,,ORTIZ NIEVES,ENDOCRINOLOGIA DIABETES Y METABOLISMO,787-710-2532,787-432-1297,OFFICE PARK IV BUILDING STREET ROADSUITE 201 KM 156 5 KM 1 4,MAYAGUEZ,PUERTO RICO,01/28/2024
10739,001,ANDRES,,ORTIZ NIEVES,ENDOCRINOLOGIA DIABETES Y METABOLISMO,787-269-7777,787-269-6590,PRO HEALTH CLINICAL SERVICES LLCEDIFICIO 36 CALLE BARBOSA ESQUINA ROSSY,BAYAMON,PUERTO RICO,01/28/2024
10741,001,SOFIA,,CRUZ TORRES ZAYAS,MEDICINA INTERNA,787-999-7620,,HOSPITAL DOCTOR CENTER917 TITO CASTRO AVE1395 CALLE SAN RAFAEL,SAN JUAN,PUERTO RICO,01/28/2024
10742,001,SOFIA,,CRUZ TORRES ZAYAS,MEDICINA INTERNA,787-848-2180,,HOSPITAL SAN CRISTOBAL COTO LAUREL,PONCE,PUERTO RICO,01/28/2024
10744,001,MANUEL,,SOARES RIVERA,CIRUGIA ORTOPEDICA,787-852-6625,,119 CALLE FONT MARTELO ESTE,HUMACAO,PUERTO RICO,01/28/2024
10745,001,SHEILA,,MARRERO FIGUEROA,TERAPIA DEL HABLA Y EL LENGUAJE,787-424-4466,787-934-5362,BARRIO ALGARROBO 4250 CARRETERA #2 KM 41 6,VEGA BAJA,PUERTO RICO,01/28/2024
10746,001,MARIA,,VELAZQUEZ LAMELA,OFTALMOLOGIA,787-641-3030,,PR 1 SAKURA ST PLAZA BAIROA SUITE 245,SAN JUAN,PUERTO RICO,01/28/2024
10747,001,JORGE,,MONTALVO HILARIO,MEDICINA GENERAL,,,,,,01/28/2024
10748,001,HORACIO,,DAUBON DEL VALLE,NEUROLOGIA,787-780-2225,,HIMA SAN PABLO CAGUAS100 LUIS MUNOZ MARIN AVE,CAGUAS,PUERTO RICO,01/28/2024
10749,001,HORACIO,,DAUBON DEL VALLE,NEUROLOGIA,787-625-6120,,CALLE SANTA CRUZ B7,BAYAMON,PUERTO RICO,01/28/2024
10750,001,MARIE,,HIDALGO RIVERA,NEUROLOGIA INFANTIL,787-652-9200,,410 AVE HOSTOSBO SABALOS,MAYAGUEZ,PUERTO RICO,01/28/2024
10751,001,GRACIANY,,MIRANDA TRISTANI,HEMATOLOGIA Y ONCOLOGIA,787-852-5260,,DUFRESNE #7 EAST 1ST FLOOR,HUMACAO,PUERTO RICO,01/28/2024
10752,001,GLADYNETTE,,ROSARIO PAGAN,MEDICINA GENERAL,787-769-6684,,ESCORIAL DENTAL AND MEDICAL PLAZA CENTER GALERIAS DE ESCORIAL SHOPPING CENTER 5725 BLVD MEDIA LUNA SUITE 5,CAROLINA,PUERTO RICO,01/28/2024
10753,001,ZUANIA,,NUNEZ ALDRICH,OBSTETRICIA Y GINECOLOGIA,787-739-8182,,BO JUAN MARTIN CARR 901 KM 1 6,YABUCOA,PUERTO RICO,01/28/2024
10754,001,JOSE,,LOPEZ CALERO,DENTISTA PROSTODONCIA,787-769-6684,,GALERIAS DE ESCORIAL SHOPP CENTER 5725 BLVD MEDIA LUNA SUITE 5,CAROLINA,PUERTO RICO,01/28/2024
10755,001,JANICE,,RODRIGUEZ MARRERO,TERAPIA OCUPACIONAL,787-276-8123,787-750-2148,VIMAR THERAPY GROUP VILLA CAROLINAAVE ROBERTO CLEMENTE #2716,CAROLINA,PUERTO RICO,01/28/2024
10756,001,JUAN,,GALLOZA OTERO,MEDICINA FISICA Y REHABILITACION,787-892-1860,,TORRE SAN VICENTE DE PAUL 1ER PISO CENTRO TERAPIASCARR #2 KM 173 4,SAN GERMAN,PUERTO RICO,01/28/2024
10757,001,CARDIOVASCULAR,,DIAGNOSTIC CENTER,LABORATORIO CARDIOVASCULAR NO INVASIVO,787-375-5119,,URB VILLA NUEVA A20CALLE 2 CARR 172,CAGUAS,PUERTO RICO,01/28/2024
10758,001,JESUS,,ALVAREZ PEREZ,OBSTETRICIA Y GINECOLOGIA MEDICINA MATERNA Y FETAL,787-653-3903,,HOSPITAL HIMA SAN PABLO CAGUASLOBBY OFFICE AVENIDA LUIS MUNOZ MARIN ESQUINA DEGETAU 23,CAGUAS,PUERTO RICO,01/28/2024
10759,001,JESUS,,ALVAREZ PEREZ,OBSTETRICIA Y GINECOLOGIA MEDICINA MATERNA Y FETAL,787-852-3560,,AVENIDA FONT MARTELO 158,HUMACAO,PUERTO RICO,01/28/2024
10760,001,IDAMER,,CINTRON BAERGA,MEDICINA GENERAL,939-246-4040,,MEDICAL & AESTHETICS SOLUTIONSURB BONNEVILLE TERRACE AVE DEGETAU A 7,CAGUAS,PUERTO RICO,01/28/2024
10761,001,JUAN,,NIEVES CINTRON,MEDICINA GENERAL,787-758-0271,,MEDICURA 275CALLE ELEONOR ROOSEVELT OFICINA 275,SAN JUAN,PUERTO RICO,01/28/2024
10762,001,ALEXANDRA,,ALVIRA LOPEZ,OBSTETRICIA Y GINECOLOGIA,787-754-0907,,CAPARRA GALLERY PLAZA 107AVE ORTEGON SUITE 312,GUAYNABO,PUERTO RICO,01/28/2024
10763,001,RAFAEL,,GAVILANES MENDEZ,DENTISTA CIRUGIA ORAL Y MAXILOFACIAL,787-758-7908,,CLINICA DE LA ESCUELA DE MEDICINAREPARTO METROPOLITANO SHOPPING AVE AMERICO MIRANDA,SAN JUAN,PUERTO RICO,01/28/2024
10764,001,TANIA,,TORRES FERNANDEZ,MEDICINA GENERAL,787-330-2100,,ADVANTAGE HEALTH CENTER LLC54 10 AVE MAIN SANTA MALL LOCAL 58,BAYAMON,PUERTO RICO,01/28/2024
10765,001,TANIA,,TORRES FERNANDEZ,MEDICINA GENERAL,787-330-2100,,ADVANTAGE HEALTH CENTER LLC15 AVE MUNOZ RIVERA PASEO CARIBE BUILDING STE 104,SAN JUAN,PUERTO RICO,01/28/2024
10766,001,JOSUE,,VAZQUEZ DELGADO,RADIOLOGIA,787-235-5343,,SENDEROS EN MONTEHIEDRA 70 CALLE AQUAMARINA,SAN JUAN,PUERTO RICO,01/28/2024
10767,001,JOSUE,,VAZQUEZ DELGADO,RADIOLOGIA,787-975-9521,,URB SAN PATRICIO 10CALLE M RIVERA FERRER,GUAYNABO,PUERTO RICO,01/28/2024
10768,001,LUIS,,GUTIERREZ PADIN,MEDICINA GENERAL,787-894-2288,,CALLE SAN MIGUEL 2,UTUADO,PUERTO RICO,01/28/2024
10769,001,LUIS,,GUTIERREZ PADIN,MEDICINA GENERAL,787-956-0219,,CARR 130 KM 4 8 CAPAEZ,HATILLO,PUERTO RICO,01/28/2024
10770,001,RAMON,,GRILLO MORALES,MEDICINA GENERAL,787-767-8758,,CALLE PADRE LAS CASAS #107,SAN JUAN,PUERTO RICO,01/28/2024
10771,001,RAMON,,GRILLO MORALES,MEDICINA GENERAL,787-999-0753,787-999-0753,1451 ASHFORD AVENUE,SAN JUAN,PUERTO RICO,01/28/2024
10772,001,YOLIANNE,,LOSADA CAPRILES,OBSTETRICIA Y GINECOLOGIA,787-758-7908,,CLINICA DE LA ESCUELA DE MEDICINAREPARTO METROPOLITANO SHOPPING,SAN JUAN,PUERTO RICO,01/28/2024
10773,001,EDWIN,,CASIANO SANTIAGO,MEDICINA GENERAL,787-590-2504,,AVE QUILINCHINI 40 B,SABANA GRANDE,PUERTO RICO,01/28/2024
10774,001,MARIA,,CASIANO SANCHEZ,TERAPIA FISICA,787-455-7824,787-856-7243,PROLONGACION 25 DE JULIO SECTOR 4 CALLES,YAUCO,PUERTO RICO,01/28/2024
10775,001,MICHELLE,,RAMIREZ RUIZ,MEDICINA GENERAL,787-737-2311,,NEOMED CENTER INCBO JAGUAS SALIDA CARR 941,GURABO,PUERTO RICO,01/28/2024
10776,001,MICHELLE,,RAMIREZ RUIZ,MEDICINA GENERAL,787-737-2311,,NEOMED CENTER INCURB LAGO ALTO CALLE CARITE 130,TRUJILLO ALTO,PUERTO RICO,01/28/2024
10777,001,ENRIQUE,,SOLIVAN SOBRINO,MEDICINA GENERAL,787-204-8547,,C/11 AVE FONT MARTELO,HUMACAO,PUERTO RICO,01/28/2024
10778,001,ENRIQUE,,SOLIVAN SOBRINO,MEDICINA GENERAL,787-713-5689,787-510-5689,5 URB VALENCIA IICALLE VICTOR TORRES LOCAL 1,JUNCOS,PUERTO RICO,01/28/2024
10779,001,MARIA,,VERA RAMIREZ,DENTISTA,787-746-2606,787-248-9080,METRO PAVIA CLINIC CAGUASCONSOLIDATED MALL C 8 AVE GAUTIER BENITEZ,CAGUAS,PUERTO RICO,01/28/2024
10780,001,MARIA,,VERA RAMIREZ,DENTISTA,787-787-2387,787-230-7530,METRO PAVIA CLINIC BAYAMONURB SANTA CRUZ CALLE GARCIA 8 & 9,BAYAMON,PUERTO RICO,01/28/2024
10781,001,NOEL,,DE LEON ROIG,OFTALMOLOGIA,787-961-4636,,500 AVE DEGATAU HIMA PLAZA I SUITE 400,CAGUAS,PUERTO RICO,01/28/2024
10782,001,KARINA,,QUINONES LEBRON,MEDICINA GENERAL,787-852-4281,787-903-6656,111 E OESTE CALLE FONT MARTELO,HUMACAO,PUERTO RICO,01/28/2024
10783,001,SAMARYS,,VALES JIMENEZ,PATOLOGIA DEL HABLA Y EL LENGUAJE,787-915-3000,,AVE MUNOZ RIVERA EDIFICIO 309 BO PUENTE SECTOR LA ALCANTARILLA,CAMUY,PUERTO RICO,01/28/2024
10784,001,IBIS,,ROMAN GUZMAN,QUIROPRACTICO,787-375-4820,787-878-5534,28 SAN GERONIMO,ARECIBO,PUERTO RICO,01/28/2024
10785,001,IBIS,,ROMAN GUZMAN,QUIROPRACTICO,787-269-0988,,CUMIC#300 AVE LAUREL EDIFICIO LAURE PLAZA,BAYAMON,PUERTO RICO,01/28/2024
10786,001,IBIS,,ROMAN GUZMAN,QUIROPRACTICO,787-778-8505,,UNIVERSIDAD CENTRAL DEL CARIBE INCAVE LAUREL #100 ESQUINA SANTA JUANITA,BAYAMON,PUERTO RICO,01/28/2024
10787,001,ASA,,FREY GOLDSTEIN,QUIROPRACTICO,787-282-7865,,CENTRO MEDICO PROFESIONALOFICINA 306,CAGUAS,PUERTO RICO,01/28/2024
10788,001,RICARDO,,GONZALEZ RODRIGUEZ,QUIROPRACTICO,787-769-7525,,CALLE 266 PB30 AVE EL COMANDANTE,CAROLINA,PUERTO RICO,01/28/2024
10789,001,RICARDO,,GONZALEZ RODRIGUEZ,QUIROPRACTICO,787-625-6120,,CALLE SANTA CRUZ B 7,BAYAMON,PUERTO RICO,01/28/2024
